magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami,dmin:Year,dmin:cdi,Year:cdi
6.9,9.0,6,814,431.78896882494007,1.636,14.0,26.0,5.5043,125.066,2017,4,1,3299.812,14.723999999999998,18153.0
6.9,9.0,7,1642,431.78896882494007,0.356,39.0,28.0,-33.0375,-72.0617,2017,4,1,718.052,3.2039999999999997,18153.0
6.5,7.0,8,1297,431.78896882494007,2.36,15.0,29.0,-22.6784,25.1558,2017,4,0,4760.12,16.52,14119.0
6.6,6.0,7,671,431.78896882494007,4.591,14.0,17.0,56.9401,162.786,2017,3,1,9260.047,27.546,12102.0
6.9,2.0,3,733,431.78896882494007,6.012,19.0,414.5,-23.2593,-178.804,2017,2,1,12126.204,12.024,4034.0
6.5,3.0,3,653,431.78896882494007,4.242,14.0,595.98,-19.2814,-63.9047,2017,2,0,8556.114,12.725999999999999,6051.0
6.5,8.0,7,718,431.78896882494007,2.822,36.0,15.0,9.9071,125.452,2017,2,1,5691.974,22.576,16136.0
7.9,9.0,7,987,431.78896882494007,3.625,9.0,135.0,-6.2464,155.172,2017,1,1,7311.625,32.625,18153.0
6.5,6.0,6,654,431.78896882494007,1.64,21.0,36.0,-10.3506,161.335,2017,1,1,3307.8799999999997,9.84,12102.0
7.3,6.0,3,849,431.78896882494007,3.813,18.0,627.17,4.4782,122.617,2017,1,1,7690.821,22.878,12102.0
6.9,6.0,4,742,431.78896882494007,2.495,13.0,12.0,-19.3733,176.052,2017,1,1,5032.415,14.97,12102.0
7.6,9.0,8,1152,431.78896882494007,0.355,29.0,38.0,-43.4064,-73.9413,2016,12,1,715.68,3.195,18144.0
6.7,5.0,5,726,431.78896882494007,3.38,17.0,152.0,-7.5082,127.921,2016,12,0,6814.08,16.9,10080.0
7.9,9.0,7,972,431.78896882494007,1.389,13.0,94.54,-4.5049,153.522,2016,12,1,2800.224,12.501,18144.0
6.9,8.0,6,737,431.78896882494007,1.747,26.0,19.73,-10.749,161.132,2016,12,1,3521.952,13.976,16128.0
6.5,-999.0,5,650,431.78896882494007,1.937,18.0,12.26,-10.8416,161.314,2016,12,0,3904.992,-1935.063,-2013984.0
7.8,9.0,8,961,431.78896882494007,1.836,13.0,40.0,-10.6812,161.327,2016,12,1,3701.376,16.524,18144.0
6.6,5.0,4,1120,431.78896882494007,1.405,55.0,8.45,40.4535,-126.194,2016,12,1,2832.48,7.025,10080.0
6.5,9.0,8,731,431.78896882494007,0.778,27.0,13.0,5.2834,96.1678,2016,12,0,1568.448,7.002000000000001,18144.0
6.6,8.0,7,693,431.78896882494007,1.697,20.0,17.0,39.2732,73.9776,2016,11,0,3421.152,13.576,16128.0
6.9,5.0,4,855,431.78896882494007,1.796,20.0,10.0,11.9097,-88.8968,2016,11,1,3620.736,8.98,10080.0
6.9,9.0,6,1144,431.78896882494007,0.671,10.0,9.0,37.3931,141.387,2016,11,1,1352.736,6.039000000000001,18144.0
6.5,7.0,7,664,431.78896882494007,0.283,56.0,9.0,-42.6058,173.254,2016,11,1,570.5279999999999,1.9809999999999999,14112.0
6.5,6.0,7,656,431.78896882494007,0.135,58.0,10.0,-42.3205,173.669,2016,11,1,272.16,0.81,12096.0
7.8,9.0,9,1545,431.78896882494007,0.481,21.0,15.11,-42.7373,173.054,2016,11,1,969.6959999999999,4.329,18144.0
6.6,9.0,8,2840,431.78896882494007,0.174,25.0,8.0,42.8621,13.0961,2016,10,0,350.784,1.5659999999999998,18144.0
6.6,3.0,3,677,431.78896882494007,2.022,16.0,614.0,-4.8626,108.163,2016,10,0,4076.3519999999994,6.065999999999999,6048.0
6.8,3.0,6,716,431.78896882494007,3.727,11.0,42.0,-6.0033,148.887,2016,10,1,7513.632,11.181,6048.0
6.9,2.0,3,733,431.78896882494007,4.051,9.0,596.4,-19.7819,-178.244,2016,9,1,8166.816000000001,8.102,4032.0
7.0,5.0,6,897,431.78896882494007,0.698,21.0,19.0,-37.3586,179.146,2016,9,1,1407.168,3.4899999999999998,10080.0
6.8,4.0,3,713,431.78896882494007,0.803,12.0,476.0,-3.6849,152.792,2016,8,1,1618.8480000000002,3.212,8064.0
6.8,6.0,6,981,431.78896882494007,1.802,17.0,82.0,20.9228,94.569,2016,8,0,3632.832,10.812000000000001,12096.0
7.2,6.0,5,799,431.78896882494007,4.823,14.0,16.37,-22.4765,173.117,2016,8,1,9723.168000000001,28.938000000000002,12096.0
7.7,5.0,6,971,431.78896882494007,3.294,14.0,196.0,18.5429,145.507,2016,7,1,6640.704,16.47,10080.0
6.6,4.0,6,671,431.78896882494007,2.435,16.0,50.0,-2.0967,100.665,2016,6,0,4908.96,9.74,8064.0
7.2,1.0,6,798,431.78896882494007,5.803,24.0,78.0,-56.2409,-26.9353,2016,5,1,11698.848,5.803,2016.0
6.9,3.0,3,733,431.78896882494007,5.485,19.0,405.69,-21.9724,-178.204,2016,5,1,11057.76,16.455000000000002,6048.0
6.9,8.0,7,780,431.78896882494007,1.192,17.0,29.95,0.4947,-79.616,2016,5,1,2403.072,9.536,16128.0
6.7,5.0,7,744,431.78896882494007,1.352,21.0,16.0,0.4261,-79.7899,2016,5,1,2725.632,6.760000000000001,10080.0
7.0,7.0,7,755,431.78896882494007,0.616,14.0,24.0,-16.0429,167.379,2016,4,1,1241.856,4.312,14112.0
7.8,9.0,9,1163,431.78896882494007,1.44,15.0,20.59,0.3819,-79.9218,2016,4,1,2903.04,12.959999999999999,18144.0
7.0,9.0,9,2074,431.78896882494007,0.349,32.0,10.0,32.7906,130.754,2016,4,1,703.584,3.141,18144.0
6.9,6.0,6,903,431.78896882494007,3.001,14.0,136.0,23.0944,94.8654,2016,4,0,6050.016,18.006,12096.0
6.6,6.0,4,738,431.78896882494007,0.789,17.0,212.0,36.4725,71.1311,2016,4,0,1590.624,4.734,12096.0
6.7,7.0,5,692,431.78896882494007,6.787,25.0,27.59,-13.9805,166.594,2016,4,1,13682.592,47.509,14112.0
6.7,7.0,6,691,431.78896882494007,6.697,19.0,24.0,-14.0683,166.624,2016,4,1,13501.152,46.879,14112.0
6.9,7.0,6,734,431.78896882494007,1.166,25.0,26.0,-14.3235,166.855,2016,4,1,2350.656,8.161999999999999,14112.0
7.8,4.0,3,948,431.78896882494007,7.009,20.0,24.0,-4.9521,94.3299,2016,3,0,14130.144,28.036,8064.0
7.2,3.0,7,799,431.78896882494007,0.958,17.0,177.0,53.9776,158.546,2016,1,1,1931.328,2.8739999999999997,6048.0
7.1,7.0,7,1496,431.78896882494007,-999.0,58.55258064516131,125.6,59.6204,-153.339,2016,1,1,-2013984.0,-6993.0,14112.0
6.6,3.0,4,673,431.78896882494007,2.413,74.0,10.0,18.8239,-106.934,2016,1,1,4864.607999999999,7.238999999999999,6048.0
6.7,5.0,6,717,431.78896882494007,0.281,22.0,46.0,41.9723,142.781,2016,1,1,566.4960000000001,1.4050000000000002,10080.0
6.5,3.0,6,651,431.78896882494007,3.144,22.0,13.0,3.8965,126.862,2016,1,1,6338.304,9.432,6048.0
6.7,8.0,7,1515,431.78896882494007,1.794,16.0,55.0,24.8036,93.6505,2016,1,0,3616.704,14.352,16128.0
6.6,8.0,6,765,431.78896882494007,0.41,35.0,85.0,15.8015,-93.633,2015,12,1,826.15,3.28,16120.0
6.9,8.0,5,738,431.78896882494007,2.979,14.0,21.0,-4.1064,129.508,2015,12,0,6002.685,23.832,16120.0
7.2,4.0,7,827,431.78896882494007,1.116,18.0,22.0,38.2107,72.7797,2015,12,0,2248.7400000000002,4.464,8060.0
6.7,2.0,3,691,431.78896882494007,2.033,19.0,602.75,-9.1825,-71.2574,2015,11,0,4096.495,4.066,4030.0
7.6,5.0,4,896,431.78896882494007,2.852,10.0,620.56,-10.0598,-71.0184,2015,11,0,5746.78,14.26,10075.0
7.6,6.0,5,957,431.78896882494007,3.287,10.0,606.21,-10.5372,-70.9437,2015,11,1,6623.305,19.722,12090.0
6.8,5.0,6,715,431.78896882494007,1.599,19.0,12.59,-8.8994,158.422,2015,11,1,3221.985,7.995,10075.0
6.5,7.0,7,1018,431.78896882494007,-999.0,58.55258064516131,11.0,38.67,20.6,2015,11,0,-2012985.0,-6993.0,14105.0
6.7,5.0,4,702,431.78896882494007,1.444,17.0,12.0,31.0009,128.873,2015,11,0,2909.66,7.22,10075.0
6.9,5.0,6,744,431.78896882494007,0.821,43.0,10.0,-29.5097,-72.0585,2015,11,0,1654.3149999999998,4.1049999999999995,10075.0
6.9,6.0,6,761,431.78896882494007,0.784,32.0,12.0,-29.5067,-72.0068,2015,11,1,1579.76,4.704000000000001,12090.0
6.6,7.0,4,675,431.78896882494007,2.792,31.0,10.0,6.8431,94.648,2015,11,0,5625.879999999999,19.543999999999997,14105.0
6.8,7.0,7,841,431.78896882494007,0.258,41.0,46.0,-30.8796,-71.4519,2015,11,1,519.87,1.806,14105.0
6.5,5.0,7,657,431.78896882494007,1.53,21.0,20.0,-8.3381,124.875,2015,11,0,3082.9500000000003,7.65,10075.0
7.5,8.0,7,1448,431.78896882494007,0.622,18.0,231.0,36.5244,70.3676,2015,10,0,1253.33,4.976,16120.0
7.1,6.0,6,780,431.78896882494007,0.592,11.0,135.0,-14.8595,167.303,2015,10,1,1192.8799999999999,3.5519999999999996,12090.0
6.6,7.0,7,671,431.78896882494007,2.486,13.0,18.0,-0.6212,131.262,2015,9,0,5009.290000000001,17.402,14105.0
6.6,5.0,7,820,431.78896882494007,1.064,14.0,35.0,-31.7275,-71.3792,2015,9,1,2143.96,5.32,10075.0
6.7,5.0,7,718,431.78896882494007,0.853,35.0,23.0,-31.5173,-71.804,2015,9,0,1718.795,4.265,10075.0
6.5,6.0,7,657,431.78896882494007,0.749,62.0,27.0,-31.4244,-71.6876,2015,9,0,1509.235,4.494,12090.0
7.0,8.0,7,799,431.78896882494007,0.903,13.0,28.41,-31.5622,-71.4262,2015,9,0,1819.545,7.224,16120.0
8.3,9.0,8,1960,431.78896882494007,0.684,19.0,22.44,-31.5729,-71.6744,2015,9,1,1378.2600000000002,6.156000000000001,18135.0
6.7,5.0,5,708,431.78896882494007,1.256,123.0,10.0,24.913,-109.623,2015,9,1,2530.84,6.28,10075.0
6.5,-999.0,5,650,431.78896882494007,2.045,16.0,6.43,-9.3293,157.877,2015,8,1,4120.675,-2042.955,-2012985.0
6.6,3.0,5,671,431.78896882494007,1.872,20.0,22.0,-9.3438,158.053,2015,8,1,3772.0800000000004,5.6160000000000005,6045.0
7.0,9.0,7,762,431.78896882494007,6.278,12.0,48.0,-2.6286,138.528,2015,7,1,12650.169999999998,56.501999999999995,18135.0
6.9,4.0,7,734,431.78896882494007,0.444,39.0,29.0,52.376,-169.446,2015,7,1,894.66,1.776,8060.0
7.0,8.0,6,759,431.78896882494007,5.205,22.0,11.0,-10.4012,165.141,2015,7,1,10488.075,41.64,16120.0
6.5,4.0,4,686,431.78896882494007,1.218,20.0,20.0,13.8672,-58.5479,2015,7,1,2454.27,4.872,8060.0
6.7,4.0,5,691,431.78896882494007,1.529,11.0,12.0,-9.307,158.403,2015,7,1,3080.935,6.116,8060.0
6.5,3.0,4,652,431.78896882494007,2.277,11.0,460.0,27.7375,139.725,2015,6,0,4588.155000000001,6.831,6045.0
7.8,6.0,3,1151,431.78896882494007,1.675,12.0,664.0,27.8386,140.493,2015,5,1,3375.125,10.05,12090.0
6.8,5.0,6,762,431.78896882494007,-999.0,58.55258064516131,72.6,56.594,-156.43,2015,5,1,-2012985.0,-4995.0,10075.0
6.8,1.0,5,711,431.78896882494007,3.619,18.0,10.0,-11.1093,163.215,2015,5,1,7292.285000000001,3.619,2015.0
6.9,1.0,4,732,431.78896882494007,4.024,22.0,11.19,-11.0559,163.696,2015,5,1,8108.36,4.024,2015.0
6.8,1.0,4,711,431.78896882494007,4.395,15.0,11.0,-10.8759,164.169,2015,5,1,8855.925,4.395,2015.0
6.8,8.0,6,831,431.78896882494007,1.422,8.0,35.0,38.9056,142.032,2015,5,1,2865.33,11.376,16120.0
7.3,8.0,7,1563,431.78896882494007,0.677,11.0,15.0,27.8087,86.0655,2015,5,0,1364.1550000000002,5.416,16120.0
7.1,1.0,6,776,431.78896882494007,3.835,11.0,10.0,-7.2175,154.557,2015,5,1,7727.525,3.835,2015.0
7.5,7.0,8,869,431.78896882494007,1.295,22.0,55.0,-5.4624,151.875,2015,5,1,2609.4249999999997,9.065,14105.0
6.8,5.0,6,714,431.78896882494007,1.074,23.0,44.0,-5.2005,151.777,2015,5,1,2164.11,5.37,10075.0
6.7,5.0,6,692,431.78896882494007,1.239,12.0,31.0,-5.375,151.771,2015,4,1,2496.585,6.195,10075.0
6.7,7.0,7,1016,431.78896882494007,0.727,13.0,22.91,27.7711,86.0173,2015,4,0,1464.905,5.0889999999999995,14105.0
6.6,8.0,7,733,431.78896882494007,1.778,16.0,10.0,28.2244,84.8216,2015,4,0,3582.67,14.224,16120.0
7.8,8.0,9,2820,431.78896882494007,1.857,12.0,8.22,28.2305,84.7314,2015,4,0,3741.855,14.856,16120.0
6.5,-999.0,5,650,431.78896882494007,3.702,42.0,10.0,-15.8815,-178.6,2015,4,1,7459.53,-3698.298,-2012985.0
6.5,2.0,5,650,431.78896882494007,4.629,36.0,11.0,-15.4994,-173.029,2015,3,1,9327.435,9.258,4030.0
7.5,6.0,7,872,431.78896882494007,0.666,19.0,41.0,-4.7294,152.562,2015,3,1,1341.99,3.9960000000000004,12090.0
7.0,4.0,6,760,431.78896882494007,1.362,12.0,552.06,-7.2968,122.535,2015,2,0,2744.4300000000003,5.448,8060.0
6.7,5.0,5,714,431.78896882494007,1.925,20.0,23.0,39.8558,142.881,2015,2,1,3878.875,9.625,10075.0
6.7,4.0,6,700,431.78896882494007,2.11,16.0,223.0,-23.1125,-66.688,2015,2,1,4251.65,8.44,8060.0
6.8,1.0,4,711,431.78896882494007,2.019,13.0,219.96,-17.0309,168.52,2015,1,1,4068.2850000000003,2.019,2015.0
6.5,1.0,4,650,431.78896882494007,4.318,61.0,8.0,5.9045,-82.6576,2015,1,1,8700.769999999999,4.318,2015.0
6.6,7.0,6,709,431.78896882494007,2.485,43.0,20.0,7.9401,-82.6865,2014,12,1,5004.79,17.395,14098.0
6.6,1.0,5,670,431.78896882494007,3.246,12.0,23.0,-6.5108,154.46,2014,12,1,6537.444,3.246,2014.0
6.6,1.0,3,670,431.78896882494007,2.6,9.0,614.0,6.1572,123.126,2014,12,0,5236.400000000001,2.6,2014.0
6.8,6.0,5,713,431.78896882494007,1.421,19.0,39.0,1.9604,126.575,2014,11,1,2861.8940000000002,8.526,12084.0
6.5,5.0,5,652,431.78896882494007,1.549,9.0,35.0,2.2999,127.056,2014,11,1,3119.6859999999997,7.744999999999999,10070.0
6.7,7.0,4,698,431.78896882494007,1.079,25.0,22.0,-37.6478,179.662,2014,11,1,2173.1059999999998,7.553,14098.0
7.1,4.0,6,779,431.78896882494007,1.397,18.0,45.0,1.8929,126.522,2014,11,1,2813.558,5.588,8056.0
6.6,2.0,6,671,431.78896882494007,3.557,13.0,53.19,-5.9873,148.232,2014,11,1,7163.798,7.114,4028.0
7.1,3.0,6,776,431.78896882494007,4.415,13.0,434.0,-19.6903,-177.759,2014,11,1,8891.81,13.245000000000001,6042.0
7.3,8.0,6,982,431.78896882494007,1.078,18.0,40.0,12.5262,-88.1225,2014,10,1,2171.092,8.624,16112.0
6.7,5.0,5,724,431.78896882494007,0.46,11.0,130.0,13.7641,144.429,2014,9,1,926.44,2.3000000000000003,10070.0
6.8,6.0,6,741,431.78896882494007,4.107,18.0,101.0,-14.598,-73.5714,2014,8,1,8271.498,24.642000000000003,12084.0
6.9,-999.0,4,732,431.78896882494007,6.393,12.0,13.0,0.8295,146.169,2014,8,1,12875.502,-6386.607,-2011986.0
6.9,-999.0,6,732,431.78896882494007,3.934,15.0,615.42,-19.8015,-178.4,2014,7,1,7923.076,-3930.0660000000003,-2011986.0
6.5,5.0,4,706,431.78896882494007,2.421,9.0,20.0,37.0052,142.452,2014,7,1,4875.893999999999,12.104999999999999,10070.0
6.9,8.0,7,1079,431.78896882494007,0.263,51.0,53.0,14.724,-92.4614,2014,7,1,529.682,2.104,16112.0
6.5,-999.0,4,650,431.78896882494007,2.124,15.0,20.0,-6.2304,152.807,2014,7,1,4277.736,-2121.876,-2011986.0
6.7,-999.0,5,691,431.78896882494007,6.713,45.0,18.0,-14.9831,-175.51,2014,6,1,13519.982,-6706.287,-2011986.0
6.9,-999.0,5,732,431.78896882494007,4.838,25.0,8.0,-55.4703,-28.3669,2014,6,1,9743.732,-4833.162,-2011986.0
7.9,6.0,8,963,431.78896882494007,0.133,22.0,109.0,51.8486,178.735,2014,6,1,267.862,0.798,12084.0
6.7,-999.0,5,691,431.78896882494007,0.748,43.0,26.59,-29.9414,-177.607,2014,6,0,1506.472,-747.252,-2011986.0
6.5,-999.0,5,650,431.78896882494007,0.778,30.0,10.0,-29.9379,-177.516,2014,6,0,1566.892,-777.222,-2011986.0
6.9,-999.0,5,732,431.78896882494007,0.751,35.0,20.0,-29.9772,-177.725,2014,6,1,1512.514,-750.249,-2011986.0
6.9,9.0,7,951,431.78896882494007,0.402,25.0,6.43,40.2893,25.3889,2014,5,0,809.628,3.6180000000000003,18126.0
6.5,7.0,5,694,431.78896882494007,3.121,33.0,10.0,7.2096,-82.3045,2014,5,1,6285.694,21.847,14098.0
6.6,-999.0,5,670,431.78896882494007,3.34,10.0,106.0,-21.4542,170.355,2014,5,1,6726.759999999999,-3336.66,-2011986.0
6.5,4.0,6,838,431.78896882494007,-999.0,58.55258064516131,10.0,49.6388,-127.732,2014,4,1,-2011986.0,-3996.0,8056.0
7.5,-999.0,6,865,431.78896882494007,3.82,16.0,43.37,-6.7547,155.024,2014,4,1,7693.48,-3816.18,-2011986.0
6.6,-999.0,6,670,431.78896882494007,3.803,11.0,29.0,-6.6558,155.087,2014,4,1,7659.242,-3799.197,-2011986.0
7.2,8.0,7,1017,431.78896882494007,2.25,46.0,24.0,17.397,-100.972,2014,4,1,4531.5,18.0,16112.0
6.6,-999.0,6,670,431.78896882494007,2.666,22.0,10.0,-11.1284,162.052,2014,4,0,5369.324,-2663.334,-2011986.0
7.4,-999.0,6,842,431.78896882494007,2.885,17.0,39.0,-11.4633,162.051,2014,4,1,5810.389999999999,-2882.115,-2011986.0
7.6,-999.0,7,889,431.78896882494007,2.828,13.0,22.56,-11.2701,162.148,2014,4,1,5695.592,-2825.172,-2011986.0
6.6,6.0,5,677,431.78896882494007,0.761,20.0,135.0,11.642,-85.8779,2014,4,1,1532.654,4.566,12084.0
6.5,-999.0,6,650,431.78896882494007,3.787,16.0,20.0,-6.7878,154.95,2014,4,1,7627.018,-3783.2129999999997,-2011986.0
7.1,-999.0,7,776,431.78896882494007,3.729,21.0,60.53,-6.5858,155.048,2014,4,1,7510.206,-3725.271,-2011986.0
7.7,8.0,9,1057,431.78896882494007,1.029,44.0,22.4,-20.5709,-70.4931,2014,4,1,2072.406,8.232,16112.0
6.5,7.0,7,670,431.78896882494007,0.828,82.0,24.07,-20.3113,-70.5756,2014,4,0,1667.5919999999999,5.795999999999999,14098.0
6.9,-999.0,5,732,431.78896882494007,0.828,119.0,28.42,-19.8927,-70.9455,2014,4,0,1667.5919999999999,-827.1719999999999,-2011986.0
8.2,9.0,8,1332,431.78896882494007,0.609,23.0,25.0,-19.6097,-70.7691,2014,4,1,1226.526,5.481,18126.0
6.7,7.0,7,718,431.78896882494007,1.008,44.0,20.0,-19.9807,-70.7022,2014,3,1,2030.112,7.056,14098.0
6.8,5.0,5,1211,112.0,0.6568,229.0,16.441,40.8287,-125.134,2014,3,1,1322.7952,3.2840000000000003,10070.0
6.5,4.0,5,668,431.78896882494007,1.001,17.0,119.0,27.4312,127.367,2014,3,1,2016.0139999999997,4.004,8056.0
6.5,5.0,4,681,431.78896882494007,1.635,30.0,14.83,14.6682,-58.9272,2014,2,1,3292.89,8.175,10070.0
6.9,3.0,8,733,431.78896882494007,7.496,18.0,10.0,35.9053,82.5864,2014,2,0,15096.944000000001,22.488,6042.0
6.5,-999.0,5,650,431.78896882494007,0.409,20.0,122.0,-15.0691,167.372,2014,2,1,823.726,-408.59099999999995,-2011986.0
6.5,-999.0,3,650,431.78896882494007,3.651,22.0,44.26,-32.9076,-177.881,2014,2,1,7353.114,-3647.3489999999997,-2011986.0
6.5,-999.0,4,650,431.78896882494007,3.997,14.0,187.0,-13.8633,167.249,2014,1,1,8049.958,-3993.0029999999997,-2011986.0
6.5,3.0,4,651,431.78896882494007,5.194,22.0,371.0,-17.1171,-176.545,2013,11,0,10455.521999999999,15.582,6039.0
7.7,1.0,8,912,431.78896882494007,8.05,23.0,10.0,-60.2738,-46.4011,2013,11,1,16204.650000000001,8.05,2013.0
6.9,-999.0,5,732,431.78896882494007,8.284,17.0,9.97,-60.2627,-47.0621,2013,11,1,16675.692000000003,-8275.716,-2010987.0
6.6,6.0,7,723,431.78896882494007,0.636,31.0,27.0,-30.2921,-71.5215,2013,10,1,1280.268,3.816,12078.0
7.1,6.0,4,872,431.78896882494007,3.968,10.0,35.0,37.1557,144.661,2013,10,1,7987.584,23.808,12078.0
6.6,8.0,5,692,431.78896882494007,1.98,44.0,9.45,26.0913,-110.321,2013,10,1,3985.74,15.84,16104.0
6.8,-999.0,6,711,431.78896882494007,5.79,9.0,35.0,-6.4456,154.931,2013,10,1,11655.27,-5784.21,-2010987.0
7.1,9.0,8,1092,431.78896882494007,3.144,12.0,19.04,9.8796,124.117,2013,10,1,6328.872,28.296,18117.0
6.6,5.0,6,691,431.78896882494007,1.984,40.0,40.0,35.5142,23.2523,2013,10,0,3993.792,9.92,10065.0
6.7,-999.0,3,691,431.78896882494007,2.958,11.0,573.0,53.1995,152.786,2013,10,0,5954.454000000001,-2955.0420000000004,-2010987.0
6.5,-999.0,4,650,431.78896882494007,1.709,21.0,41.54,-30.9255,-178.323,2013,9,1,3440.217,-1707.2910000000002,-2010987.0
6.8,7.0,7,1005,431.78896882494007,7.359,17.0,12.0,27.1825,65.5052,2013,9,0,14813.667,51.513,14091.0
7.1,8.0,7,843,431.78896882494007,4.446,17.0,40.0,-15.8385,-74.5112,2013,9,1,8949.797999999999,35.568,16104.0
7.7,5.0,8,2015,431.78896882494007,7.241,17.0,15.0,26.951,65.5009,2013,9,0,14576.133,36.205,10065.0
6.5,-999.0,6,650,431.78896882494007,0.735,24.0,20.0,51.5573,-174.767,2013,9,1,1479.555,-734.265,-2010987.0
6.5,5.0,3,739,431.78896882494007,3.276,26.0,402.0,29.9377,138.833,2013,9,0,6594.588,16.38,10065.0
6.5,4.0,5,668,431.78896882494007,3.097,11.0,112.0,-7.44,128.221,2013,9,0,6234.2609999999995,12.388,8052.0
7.0,5.0,6,758,431.78896882494007,0.624,53.0,29.0,51.537,-175.23,2013,8,0,1256.112,3.12,10065.0
6.5,9.0,7,690,431.78896882494007,-999.0,58.55258064516131,8.2,-41.734,174.152,2013,8,1,-2010987.0,-8991.0,18117.0
6.7,4.0,5,715,431.78896882494007,3.741,22.0,12.0,5.7732,-78.1999,2013,8,1,7530.633,14.964,8052.0
6.5,6.0,7,693,229.0,-999.0,20.0,17.0,-41.704,174.337,2013,7,1,-2010987.0,-5994.0,12078.0
7.3,-999.0,6,820,398.0,-999.0,43.0,11.0,-60.857,-25.07,2013,7,1,-2010987.0,998001.0,-2010987.0
6.6,4.0,6,674,139.0,-999.0,14.0,56.0,-6.029,149.706,2013,7,0,-2010987.0,-3996.0,8052.0
7.3,-999.0,4,820,117.0,-999.0,24.0,385.5,-3.917,153.927,2013,7,1,-2010987.0,998001.0,-2010987.0
6.6,-999.0,7,670,111.0,-999.0,16.0,10.0,10.701,-42.594,2013,6,1,-2010987.0,998001.0,-2010987.0
6.5,5.0,6,679,698.0,-999.0,27.0,30.0,11.763,-86.926,2013,6,1,-2010987.0,-4995.0,10065.0
6.7,5.0,4,710,515.0,-999.0,24.0,9.0,-10.004,107.236,2013,6,0,-2010987.0,-4995.0,10065.0
6.7,-999.0,3,691,217.0,-999.0,25.2,624.0,52.235,151.444,2013,5,1,-2010987.0,998001.0,-2010987.0
8.3,5.0,5,1115,385.0,-999.0,10.0,598.1,54.892,153.221,2013,5,1,-2010987.0,-4995.0,10065.0
7.4,-999.0,6,842,626.0,-999.0,16.0,173.7,-23.009,-177.232,2013,5,1,-2010987.0,998001.0,-2010987.0
6.8,-999.0,3,711,131.0,-999.0,18.0,602.2,18.728,145.288,2013,5,0,-2010987.0,998001.0,-2010987.0
6.5,-999.0,6,650,264.0,-999.0,16.6,10.0,-3.898,152.127,2013,4,1,-2010987.0,998001.0,-2010987.0
6.6,8.0,8,2083,548.0,-999.0,12.6,14.0,30.308,102.888,2013,4,0,-2010987.0,-7992.0,16104.0
7.2,5.0,7,804,770.0,-999.0,10.1,110.0,46.221,150.788,2013,4,1,-2010987.0,-4995.0,10065.0
6.6,7.0,7,672,445.0,-999.0,11.0,13.0,-3.214,142.542,2013,4,1,-2010987.0,-6993.0,14091.0
7.7,8.0,8,1421,506.0,-999.0,26.6,80.0,28.033,61.996,2013,4,0,-2010987.0,-7992.0,16104.0
6.6,-999.0,5,670,491.0,-999.0,11.5,31.0,-6.475,154.607,2013,4,1,-2010987.0,998001.0,-2010987.0
7.0,3.0,7,755,640.0,-999.0,11.4,66.0,-3.517,138.476,2013,4,1,-2010987.0,-2997.0,6039.0
6.5,-999.0,6,650,317.0,-999.0,14.2,28.0,-6.598,148.174,2013,3,1,-2010987.0,998001.0,-2010987.0
6.5,3.0,6,651,480.0,-999.0,20.7,29.0,50.958,157.408,2013,3,0,-2010987.0,-2997.0,6039.0
6.9,5.0,6,736,531.0,-999.0,20.7,41.0,50.954,157.283,2013,2,1,-2010987.0,-4995.0,10065.0
6.6,-999.0,7,670,697.0,-999.0,15.3,11.0,67.631,142.508,2013,2,1,-2010987.0,998001.0,-2010987.0
6.6,-999.0,6,670,421.0,-999.0,16.6,18.0,-10.994,165.741,2013,2,1,-2010987.0,998001.0,-2010987.0
6.9,5.0,5,904,562.0,-999.0,23.7,145.0,1.135,-77.393,2013,2,1,-2010987.0,-4995.0,10065.0
7.1,9.0,6,780,334.0,-999.0,16.5,21.0,-10.928,166.018,2013,2,1,-2010987.0,-8991.0,18117.0
6.8,-999.0,7,711,400.0,-999.0,17.5,12.0,-10.838,165.969,2013,2,1,-2010987.0,998001.0,-2010987.0
6.7,-999.0,6,691,387.0,-999.0,26.5,11.0,-10.997,165.655,2013,2,1,-2010987.0,998001.0,-2010987.0
7.0,-999.0,6,754,445.0,-999.0,17.5,8.8,-10.499,165.588,2013,2,0,-2010987.0,998001.0,-2010987.0
7.1,-999.0,5,776,550.0,-999.0,18.4,10.0,-11.183,164.882,2013,2,0,-2010987.0,998001.0,-2010987.0
8.0,8.0,7,993,460.0,-999.0,20.9,24.0,-10.799,165.114,2013,2,1,-2010987.0,-7992.0,16104.0
6.9,6.0,7,814,686.0,-999.0,28.0,107.0,42.77,143.092,2013,2,0,-2010987.0,-5994.0,12078.0
6.8,6.0,7,771,596.0,-999.0,19.3,45.0,-28.094,-70.653,2013,1,0,-2010987.0,-5994.0,12078.0
7.5,6.0,6,1425,431.78896882494007,-999.0,58.55258064516131,8.7,55.228,-134.859,2013,1,0,-2010987.0,-5994.0,12078.0
6.7,-999.0,4,691,521.0,-999.0,13.7,200.7,-14.344,167.286,2012,12,0,-2009988.0,998001.0,-2009988.0
7.1,5.0,5,843,517.0,-999.0,8.7,155.0,-6.533,129.825,2012,12,0,-2009988.0,-4995.0,10060.0
7.3,6.0,5,1014,918.0,-999.0,14.8,31.0,37.89,143.949,2012,12,0,-2009988.0,-5994.0,12072.0
